SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532374,STER TECH   ,A ,Q,197.95,200.00,194.05,198.30,199.60,194.15,1369,51678,10190824.00,
532375,TIPSINDUSTR ,T ,Q,500.00,511.95,470.65,492.00,492.00,488.00,16,106,53444.00,
532379,FIRSTOBJ    ,X ,Q,5.00,5.00,5.00,5.00,5.00,5.00,1,400,2000.00,
532380,BABA ARTS   ,X ,Q,10.05,10.05,8.90,9.72,9.76,9.79,27,5273,50568.00,
532382,BALAJI TELE.,A ,Q,58.50,58.55,54.40,56.30,56.30,58.40,276,92191,5268349.00,
532384,TYCHE INDS  ,X ,Q,168.00,184.80,168.00,181.15,183.00,168.00,689,39230,7088921.00,
532386,CALIFORN.SOF,B ,Q,8.41,8.42,8.36,8.37,8.37,8.07,5,607,5101.00,
532387,PRITISHN COM,T ,Q,39.80,39.80,39.80,39.80,39.80,37.95,6,6625,263675.00,
532388,INDIAN OVER.,A ,Q,15.70,16.15,15.70,15.90,15.90,16.05,953,579981,9210789.00,
532390,TAJ GVK HOTL,A ,Q,112.15,113.00,109.00,109.60,110.00,112.40,736,23090,2571113.00,
532391,OPTO CIRCUIT,T ,Q,3.18,3.29,3.03,3.03,3.03,3.18,265,313267,955599.00,
532392,CREATIVE EYE,B ,Q,3.00,3.10,2.99,3.10,3.10,3.09,6,1560,4685.00,
532395,AXISCADES   ,B ,Q,40.85,41.75,39.55,40.05,40.05,40.20,172,24160,984845.00,
532398,UMESL       ,T ,Q,3.79,3.80,3.47,3.47,3.47,3.65,28,14860,51688.00,
532400,BSOFT       ,A ,Q,252.40,254.80,249.50,252.95,252.45,252.40,2289,118338,29901243.00,
532402,USGTECH     ,X ,Q,2.04,2.04,2.04,2.04,2.04,2.14,1,500,1020.00,
532404,SAVEN TECHNO,X ,Q,30.10,30.10,27.70,28.55,28.50,28.85,69,13707,391822.00,
532406,AVANTEL LTD ,X ,Q,383.30,394.90,372.15,381.85,381.85,366.00,195,11185,4282291.00,
532407,MOSCHIP     ,XT,Q,23.25,24.00,22.55,23.45,23.20,23.70,180,66051,1534012.00,
532408,MEGASOFT LTD,B ,Q,9.90,9.90,9.54,9.67,9.69,9.59,60,18004,174110.00,
532410,TRANSCORP IN,X ,Q,8.62,8.90,8.03,8.21,8.21,8.37,39,4956,41703.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,17,39494,7503.00,
532413,CEREBRA INTE,B ,Q,52.90,52.90,49.65,50.10,49.85,50.40,159,90041,4538429.00,
532416,MID-DAY MULT,B ,Q,3.76,3.76,3.76,3.76,3.76,3.95,7,2359,8869.00,
532419,SMARTLINK   ,B ,Q,87.25,87.25,82.05,84.25,84.90,83.40,33,519,43542.00,
532424,GODREJ CONS ,A ,Q,716.00,731.00,714.60,726.70,725.35,710.15,2680,122522,89006360.00,
532425,GENUSPRIME  ,X ,Q,7.69,7.69,7.69,7.69,7.69,7.54,8,3630,27914.00,
532430,BF UTILI    ,A ,Q,244.00,251.30,244.00,247.15,247.70,243.25,1041,32439,8046671.00,
532432,UNITD SPR   ,B ,Q,554.00,560.65,550.95,552.80,551.10,554.45,1004,35045,19490195.00,
532435,SANINFRA    ,X ,Q,99.00,99.70,95.40,99.70,99.70,100.40,37,2002,192793.00,
532439,OLECTRA     ,B ,Q,211.95,220.95,211.05,213.95,213.05,213.75,939,37666,8133960.00,
532440,MPS LTD     ,B ,Q,440.10,441.35,435.80,438.00,438.00,438.00,80,1759,772736.00,
532441,RNBOWDENIM  ,X ,Q,1.10,1.10,1.08,1.10,1.10,1.13,4,102,110.00,
532443,CERA SANITAR,A ,Q,3871.05,3938.70,3812.10,3906.85,3926.25,3881.90,220,366,1430141.00,
532444,T. SPIRITUAL,XT,Q,0.29,0.29,0.29,0.29,0.29,0.30,2,109,31.00,
532454,BHARTI ARTL ,A ,Q,527.00,527.90,516.40,521.40,521.40,522.30,3455,233202,121662226.00,
532455,SHALIMAR WIR,X ,Q,4.10,4.10,4.00,4.01,4.01,4.10,20,1521,6108.00,
532456,COMPUAGE INF,B ,Q,17.85,19.55,17.85,19.10,19.10,17.85,342,42648,803144.00,
532457,GULSHAN POLY,B ,Q,93.00,94.05,91.30,92.35,91.30,92.70,233,16890,1574672.00,
532459,FAZE3AUTO   ,X ,Q,76.85,78.00,72.35,77.80,78.00,73.95,35,1497,114121.00,
532460,PONNI SUG(ER,B ,Q,150.00,150.00,150.00,150.00,150.00,146.00,13,100,15000.00,
532461,PUNJAB NATIO,A ,Q,36.45,36.70,35.75,36.15,36.15,36.00,5384,4268110,154970520.00,
532466,ORACLE FIN  ,A ,Q,3080.00,3742.40,3080.00,3438.25,3438.25,3130.50,2519,20109,67260738.00,
532468,KAMAHOLDING ,A ,Q,5601.00,5989.90,5550.00,5884.65,5884.65,5660.35,70,261,1503036.00,
532470,MATHER & PLA,XT,Q,5.26,5.26,5.26,5.26,5.26,5.52,4,8,42.00,
532475,APTECH LTD  ,A ,Q,191.10,195.35,187.25,187.95,187.95,193.45,1431,48315,9193148.00,
532477,UNION BANK L,A ,Q,34.00,34.50,33.65,34.10,34.10,33.90,1054,583767,19877246.00,
532478,UNITED BREWA,A ,Q,1227.60,1256.65,1222.30,1229.70,1228.75,1238.10,878,9327,11530819.00,
532479,ISMT LTD    ,B ,Q,10.40,11.06,10.40,10.82,10.82,10.84,25,1822,19349.00,
532481,NOIDA-TOLL B,T ,Q,6.55,6.60,6.18,6.32,6.35,6.50,28,6907,43746.00,
532482,GRANULES (I),A ,Q,303.00,310.55,303.00,309.15,309.15,301.10,2602,82288,25315693.00,
532483,CANARA BANK ,A ,Q,148.20,149.45,144.80,146.85,146.85,146.15,4370,572052,84344496.00,
532485,BALMER LA.IN,B ,Q,469.00,473.45,466.05,466.90,467.00,469.00,255,6995,3283277.00,
532486,POKARNA LTD ,B ,Q,260.95,265.05,254.40,258.40,260.65,260.75,561,12503,3262695.00,
532488,DIVI'S LAB. ,A ,Q,3470.00,3601.00,3470.00,3582.70,3582.70,3468.15,6682,46973,167528132.00,
532493,ASTRA MICRO ,A ,Q,133.90,135.00,130.90,131.15,131.05,132.55,206,53053,6994553.00,
532497,RADICOKHAIT ,A ,Q,569.00,576.80,559.35,563.50,565.25,561.00,1479,89960,51026495.00,
532498,SHRMCITYUN  ,A ,Q,1391.35,1407.50,1321.55,1353.60,1401.00,1369.40,319,1148,1566488.00,
532500,MARUTISUZUK ,A ,Q,6781.00,6873.35,6735.60,6852.60,6852.60,6785.25,7613,43544,296409164.00,
532503,RAJAPAMILLS ,X ,Q,661.50,696.50,650.00,695.35,696.50,680.40,126,1975,1350450.00,
532504,NAVIN FLUORI,A ,Q,2432.00,2738.00,2432.00,2716.20,2716.20,2437.15,6706,37781,99325637.00,
532505,UCOBANK     ,A ,Q,11.00,11.23,10.83,10.95,10.95,10.96,9889,1914745,21006941.00,
532507,BAG FIL MED ,B ,Q,2.09,2.15,2.04,2.05,2.08,2.06,81,155130,323246.00,
532508,JSL         ,A ,Q,65.80,68.30,65.80,67.85,67.90,66.00,796,45885,3075321.00,
532509,SUPRAJIT ENG,A ,Q,280.00,280.00,269.45,270.25,270.25,269.90,363,5060,1376128.00,
532513,TVSELE      ,T ,Q,128.00,129.90,124.20,127.75,127.05,127.45,99,8082,1035349.00,
532514,INDRA GAS   ,A ,Q,506.00,517.40,506.00,510.70,512.40,503.55,1506,51636,26493532.00,
532515,TV TODAY    ,A ,Q,268.10,272.00,263.95,266.50,266.50,269.95,130,2160,579787.00,
532521,PALRED      ,T ,Q,97.65,97.65,92.25,94.00,94.00,93.90,14,1205,113782.00,
532522,PETRONET LNG,A ,Q,224.65,230.95,224.65,226.95,227.85,224.05,968,49124,11222424.00,
532523,BIOCON LTD. ,A ,Q,400.00,409.75,399.40,408.70,408.70,395.25,2468,152039,61509137.00,
532524,PTC INDIA   ,A ,Q,78.15,80.05,77.80,79.65,79.95,79.30,504,94037,7508669.00,
532525,BANK MAHA   ,A ,Q,21.20,21.20,20.10,20.60,20.85,20.90,789,472751,9690829.00,
532527,RK FORGINGS ,A ,Q,504.75,513.50,502.00,510.05,508.00,495.10,169,1600,811198.00,
532528,DATAM GLOB  ,B ,Q,115.75,116.45,114.05,116.15,116.25,113.10,436,14396,1657519.00,
532529,NDTV        ,B ,Q,58.90,59.15,56.30,57.45,57.25,58.90,71,4464,258042.00,
532531,STAR        ,A ,Q,850.00,897.60,827.55,866.95,866.95,855.60,4911,134191,116983599.00,
532532,JAIPRA      ,A ,Q,7.31,7.42,6.96,6.99,6.99,7.29,1694,1136622,8028849.00,
532538,ULTRATECH CM,A ,Q,6815.95,6875.75,6747.05,6790.25,6778.80,6735.90,4069,24196,164816766.00,
532539,MINDA IND   ,A ,Q,560.00,563.60,545.05,553.35,553.35,541.65,1210,11521,6369782.00,
532540,TCS LTD.    ,A ,Q,3080.00,3188.00,3059.85,3159.95,3159.95,3068.15,18158,216943,682419355.00,
532541,COFORGE     ,A ,Q,2789.15,2989.00,2780.00,2954.15,2945.00,2795.45,3078,31254,90558030.00,
532543,GULFPETRO   ,B ,Q,37.50,38.80,35.80,36.15,35.95,37.15,203,9867,362444.00,
532548,CENTURYPLY  ,A ,Q,303.80,316.00,303.55,313.95,313.95,303.00,1163,14682,4538750.00,
532553,WELENT      ,A ,Q,118.90,124.60,117.50,117.70,118.55,116.60,628,26334,3201701.00,
532555,NTPC LTD    ,A ,Q,105.10,108.50,104.80,107.70,107.90,104.15,3800,1004173,107788392.00,
532604,SALSTEEL    ,B ,Q,3.10,3.31,3.05,3.25,3.25,3.16,35,20708,65292.00,
532605,JBM AUTO    ,B ,Q,413.00,425.00,413.00,416.15,414.00,413.25,244,2406,1011173.00,
532610,DWAR SUGAR  ,A ,Q,32.30,32.35,31.00,31.05,31.10,32.00,217,99228,3127226.00,
532612,INDOCO REM  ,A ,Q,298.80,299.00,285.00,286.10,291.35,296.65,300,5036,1464754.00,
532613,VIPCLOTHNG  ,T ,Q,13.07,14.19,13.07,14.13,14.19,13.52,37,19540,275924.00,
532616,XCHANGING   ,B ,Q,65.45,65.45,62.50,62.90,62.50,65.30,138,14173,893452.00,
532617,JETAIRWAYS  ,Z ,Q,93.00,93.00,86.65,89.00,89.00,91.20,1396,56981,5051239.00,
532621,MORARJETEX  ,B ,Q,14.83,15.15,13.93,14.41,14.41,14.51,46,3063,44333.00,
532622,GATEWAY DIST,A ,Q,180.00,184.00,177.00,178.40,178.40,177.10,308,6078,1095060.00,
532624,JINDALPH    ,T ,Q,78.00,78.00,78.00,78.00,78.00,74.30,29,2509,195702.00,
532626,PONDY OXIDES,X ,Q,205.00,206.45,200.00,201.45,201.45,203.75,260,13761,2785623.00,
532627,JPPOWER     ,B ,Q,3.18,3.20,3.10,3.13,3.13,3.05,9043,9538604,30048273.00,
532628,3I INFOTECH ,B ,Q,7.53,7.55,7.31,7.35,7.35,7.42,15912,1918936,14276876.00,
532629,MCNALLYB    ,T ,Q,7.40,7.40,7.39,7.40,7.40,7.05,39,40012,296038.00,
532630,GOKALDAS    ,B ,Q,80.10,81.15,78.15,78.60,78.70,79.15,183,20541,1641644.00,
532633,ALLSEC TECH ,B ,Q,312.95,320.00,307.15,310.05,310.05,303.35,20,61,18980.00,
532636,IIFL        ,A ,Q,273.15,282.95,262.50,268.65,269.00,275.95,1083,24350,6495473.00,
532637,MAN DRUGORG ,B ,Q,107.55,107.55,104.00,104.45,104.25,107.45,197,6590,694490.00,
532638,SHOPPER STOP,A ,Q,213.90,216.40,204.60,213.85,213.90,212.30,646,23322,4837584.00,
532640,CYBER MEDIA ,T ,Q,9.25,9.25,9.25,9.25,9.25,9.70,4,1000,9250.00,
532641,NDL         ,B ,Q,32.50,34.00,31.00,32.30,32.30,32.30,54,3239,102567.00,
532642,JSWHL       ,A ,Q,3743.00,3743.00,3558.95,3684.40,3632.00,3474.45,124,488,1800331.00,
532644,JK CEMENT   ,A ,Q,2791.50,2935.00,2791.50,2923.30,2923.30,2800.30,563,3188,9233959.00,
532646,UNIPLY IND  ,Z ,Q,3.99,4.10,3.99,3.99,3.99,4.20,94,40563,162234.00,
532648,YES BANK    ,A ,Q,14.05,16.85,14.00,16.40,16.40,14.05,17155,24476737,389295834.00,
532649,NECTAR LIFE ,B ,Q,19.00,19.25,18.75,19.05,19.15,18.70,107,42907,815715.00,
532650,MSP STEEL   ,B ,Q,7.61,7.61,7.24,7.34,7.34,7.25,45,17068,129106.00,
532651,SPL INDS    ,B ,Q,37.90,37.90,34.00,34.00,34.00,35.60,27,1648,57132.00,
532652,KARNATAKA BK,A ,Q,62.80,62.80,60.05,60.40,60.35,60.30,561,85697,5215834.00,
532654,MCLEOD RUSSE,B ,Q,20.65,20.65,19.00,19.20,19.00,19.85,230,42185,814519.00,
532656,FACOR ALLOYS,XT,Q,1.99,2.04,1.86,2.00,2.02,1.95,74,48687,96115.00,
532659,IDFC        ,A ,Q,48.05,48.90,46.05,47.10,47.10,47.55,946,144403,6907517.00,
532660,VIVIMED LABS,B ,Q,16.25,17.00,16.10,16.30,16.25,16.65,289,65285,1071406.00,
532661,RANE MADRAS ,B ,Q,367.10,375.70,364.70,367.00,367.00,357.60,219,2996,1108241.00,
532662,HT MEDIA    ,B ,Q,21.40,21.85,21.25,21.30,21.30,21.50,59,4697,100328.00,
532663,SASKEN      ,A ,Q,861.40,886.15,856.90,869.50,870.00,853.75,459,11594,10201568.00,
532666,FCS SOFTWARE,T ,Q,0.70,0.70,0.65,0.66,0.67,0.67,210,237828,158598.00,
532667,SUZLONENERGY,A ,Q,5.55,5.63,5.23,5.24,5.24,5.50,12880,6706911,35715876.00,
532668,AURIONPRO SO,B ,Q,137.20,137.20,128.65,131.95,132.10,135.25,334,12234,1608175.00,
532670,RENUKA SUGAR,B ,Q,9.35,9.66,9.20,9.31,9.31,9.33,294,361693,3434631.00,
532673,KM SUGARMILL,B ,Q,12.13,12.13,11.68,11.76,11.76,12.01,46,13666,162005.00,
532674,BANNARI AMMA,B ,Q,60.80,61.95,59.50,60.85,60.90,60.80,77,3856,233410.00,
532678,BOMBAY RAYON,B ,Q,7.60,7.60,6.97,6.97,7.00,7.33,166,90070,634080.00,
532679,SORILINFRA  ,B ,Q,148.05,151.20,142.25,143.10,143.10,148.45,245,8008,1180213.00,
532683,AIAENGINEER ,A ,Q,1950.00,1999.65,1941.00,1982.15,1990.20,1915.90,358,2021,3960946.00,
532684,EVEREST KANT,B ,Q,81.70,81.70,74.00,74.10,74.10,76.95,713,41395,3112433.00,
532686,KERNEX MICRO,T ,Q,60.25,63.25,60.25,63.25,63.25,60.25,19,2281,144210.00,
532687,REPRO INDIA ,B ,Q,347.00,349.30,345.00,348.00,348.00,351.15,30,254,88285.00,
532689,PVR LTD     ,A ,Q,1200.05,1285.65,1193.85,1252.65,1252.65,1219.80,9483,198593,242012902.00,
532692,RADHA MADHAV,T ,Q,2.40,2.48,2.37,2.37,2.37,2.49,21,16597,39946.00,
532693,PUNJ LLOYD  ,Z ,Q,1.58,1.60,1.51,1.53,1.52,1.58,174,389899,600934.00,
532694,BARTRONICSIN,Z ,Q,2.71,2.71,2.55,2.55,2.55,2.59,42,46117,117733.00,
532695,CELEBRITYFAS,T ,Q,5.90,6.13,5.75,6.11,6.11,6.02,5,1078,6240.00,
532696,EDUCOMP SOLN,Z ,Q,2.50,2.68,2.45,2.46,2.45,2.57,66,46015,113336.00,
532698,NITINSPINNER,B ,Q,82.55,82.80,80.50,81.25,81.70,82.05,45,34136,2803019.00,
532699,ROYALORCH   ,B ,Q,65.25,65.65,61.55,62.90,62.90,64.20,187,14279,903546.00,
532700,ENT NETWORK ,B ,Q,158.00,158.00,147.25,148.40,148.85,150.80,120,7641,1161015.00,
532701,CELLA       ,Z ,Q,6.15,6.15,5.70,5.70,5.70,6.00,9,1807,10316.00,
532702,GUJ PETRONET,A ,Q,269.90,269.90,260.30,266.75,268.75,265.95,1137,42756,11302744.00,
532705,JAGRAN PRAK ,A ,Q,58.90,59.50,58.75,58.85,58.75,58.80,111,5966,351962.00,
532706,INOX LEISURE,A ,Q,294.30,297.45,285.00,289.40,289.40,301.35,4021,94277,27427308.00,
532707,DYNEMIC PRO ,B ,Q,530.10,549.95,523.00,525.45,525.45,521.10,632,12055,6490149.00,
532708,GVK POWERINF,Z ,Q,2.03,2.10,2.02,2.02,2.02,2.12,388,780634,1577251.00,
532710,SADBHAV ENGG,A ,Q,62.60,64.30,62.60,62.90,62.65,61.95,254,25453,1617218.00,
532712,REL COM LTD ,B ,Q,1.71,1.75,1.66,1.68,1.68,1.70,1432,4289572,7271802.00,
532713,SAKUMA EXPO ,B ,Q,5.10,5.10,4.61,4.70,4.75,4.73,52,29718,142300.00,
532714,KEC INTERN  ,A ,Q,406.00,408.70,382.30,405.65,405.00,411.85,3724,74909,29345363.00,
532717,INDOTECHTR  ,B ,Q,86.80,88.00,85.60,86.00,87.05,86.10,34,1402,121015.00,
532719,BL KASHYAP  ,T ,Q,19.87,20.00,18.50,18.92,19.10,19.37,62,36659,706196.00,
532720,M&M FINANSER,A ,Q,209.00,209.00,198.80,200.10,199.50,206.90,4996,643151,129993190.00,
532721,VISA STEEL  ,B ,Q,6.56,6.66,6.56,6.60,6.60,6.45,48,8700,57359.00,
532722,NITCO TILES ,B ,Q,19.05,19.55,18.95,19.05,19.00,19.25,104,14648,281482.00,
532725,SOLAR IND   ,A ,Q,1303.95,1304.55,1284.00,1296.00,1295.00,1288.75,88,453,583975.00,
532726,GALLAN METAL,B ,Q,45.50,45.90,43.80,44.00,44.15,44.10,71,5046,225072.00,
532728,MALU PAPER  ,B ,Q,26.35,29.05,26.00,28.20,26.10,26.45,26,1180,32256.00,
532729,UTTAM SUGAR ,B ,Q,95.65,95.65,89.00,89.55,89.00,90.25,482,13079,1173875.00,
532730,STL GLOBAL  ,B ,Q,8.59,8.59,8.50,8.56,8.56,8.50,25,1656,14118.00,
532732,KEWAL KIRAN ,B ,Q,891.00,895.05,848.00,869.80,852.15,924.35,42,100,87661.00,
532733,SUN TVNET   ,A ,Q,455.00,469.95,455.00,463.45,463.45,454.30,2801,113387,52634304.00,
532734,GODAWARI POW,A ,Q,721.55,755.00,715.60,727.70,721.50,718.15,1364,37854,27878290.00,
532735,RSYSTEMINT  ,A ,Q,113.90,114.85,113.90,113.90,113.90,114.95,54,6081,692866.00,
532737,EMKAY GLOB F,B ,Q,69.00,70.05,68.00,68.10,68.00,69.00,35,890,61162.00,
532738,TANTIA CONS ,Z ,Q,2.92,2.92,2.92,2.92,2.92,2.79,1,1,2.00,
532740,LOKESH MACH ,T ,Q,32.90,33.40,31.50,31.70,31.70,32.25,13,13040,420618.00,
532741,KAMDHENU    ,B ,Q,134.85,140.55,134.85,136.60,136.80,134.10,218,7306,1010429.00,
532742,PAUSHAK LTD ,B ,Q,8832.00,8832.00,8400.00,8539.60,8584.00,8779.60,611,1769,15209975.00,
532744,GTN TEXTILE ,B ,Q,4.90,4.95,4.90,4.95,4.95,5.10,4,475,2346.00,
532745,INDICAP     ,X ,Q,36.20,38.00,35.40,36.25,36.25,37.50,39,21448,791490.00,
532748,PRIME FOCUS ,B ,Q,60.55,60.55,57.85,58.20,58.55,59.90,103,4932,290779.00,
532749,ALLCARGO    ,A ,Q,124.70,125.30,123.00,123.10,123.30,124.70,609,20601,2543725.00,
532751,EASUNREYRL  ,Z ,Q,2.68,2.70,2.68,2.70,2.70,2.82,4,3120,8402.00,
532754,GMR INFRASTR,A ,Q,24.30,25.55,24.25,24.40,24.40,24.25,1583,1383362,33994546.00,
532755,TECH MAH    ,A ,Q,1000.00,1019.85,994.00,1016.70,1016.00,991.25,11180,278124,279186419.00,
532756,MAHINDCIE   ,A ,Q,170.95,170.95,160.60,162.85,163.00,164.70,1605,79840,13008298.00,
532757,VOLTAMP TRAN,A ,Q,1030.00,1049.70,1010.75,1019.40,1028.00,1023.80,365,2893,2972125.00,
532759,ATLANTA     ,B ,Q,6.80,6.91,6.69,6.69,6.69,6.71,20,4102,27698.00,
532760,DEEPENR     ,B ,Q,36.50,37.10,35.40,35.80,35.60,36.50,149,8249,299508.00,
532761,HOV SERVICES,T ,Q,66.30,66.30,60.15,62.80,62.90,63.25,51,4239,263965.00,
532762,ACTION CONST,A ,Q,156.65,157.60,154.45,154.70,155.45,155.10,401,14273,2229161.00,
532764,GEECEE      ,B ,Q,106.50,106.50,101.00,102.00,102.00,104.95,43,761,78077.00,
532766,RICHA IND   ,Z ,Q,0.60,0.60,0.59,0.59,0.59,0.60,7,2793,1667.00,
532767,GAYATRI PROJ,B ,Q,30.00,30.60,28.55,29.00,28.90,29.95,540,200900,5867005.00,
532768,FIEM INDS   ,B ,Q,555.05,559.90,542.15,545.10,548.95,553.05,482,5275,2909590.00,
532771,JHS SVEN    ,T ,Q,20.00,20.40,19.85,20.40,20.40,19.65,12,4880,98484.00,
532772,DCBBANK     ,A ,Q,105.90,106.15,102.75,105.85,105.85,102.30,3324,223950,23346821.00,
532773,GLOBAL VECT ,Z ,Q,41.50,41.50,38.35,38.70,38.70,39.75,20,1257,48878.00,
532774,INSPIRISYS  ,B ,Q,44.50,44.85,43.25,43.65,44.50,42.75,34,1655,73388.00,
532775,GTL INFRAST ,B ,Q,0.73,0.76,0.73,0.75,0.75,0.73,670,7033573,5277747.00,
532776,SHIVAM AUTO ,B ,Q,17.65,18.30,17.50,18.30,18.30,17.45,86,23652,431541.00,
532777,INFO EDGE   ,A ,Q,4510.00,4530.00,4027.00,4187.90,4187.90,4469.00,3383,24401,105623053.00,
532779,TORNT POWER ,A ,Q,415.10,425.20,413.95,421.20,422.60,415.10,755,32683,13768447.00,
532780,PARSVNATH   ,T ,Q,8.80,9.15,8.49,8.53,8.53,8.93,97,659662,5628059.00,
532782,SUTLEJ TEXT ,B ,Q,40.80,40.80,38.65,39.55,39.55,40.40,153,18588,733156.00,
532783,DAAWAT      ,A ,Q,58.50,58.50,56.55,57.60,57.85,56.05,515,86346,4949284.00,
532784,SOBHA       ,A ,Q,450.00,454.90,442.10,449.70,449.70,444.20,1151,28247,12675415.00,
532785,RUCHIRA PAP ,B ,Q,63.00,64.50,61.85,63.45,63.45,62.10,55,4026,252134.00,
532790,TANLA       ,B ,Q,823.80,823.80,783.45,803.45,810.00,820.15,1337,24279,19332006.00,
532794,ZEEMEDIA    ,B ,Q,6.30,6.37,6.10,6.30,6.30,6.07,7657,762375,4840093.00,
532795,SITINET     ,B ,Q,0.88,0.91,0.87,0.89,0.88,0.87,912,2035484,1817191.00,
532796,LUMAX TECH  ,B ,Q,158.55,158.55,154.50,154.70,154.65,151.40,378,13369,2090823.00,
532797,AUTOIND     ,B ,Q,37.00,39.10,37.00,38.65,38.50,37.25,47,4213,162340.00,
532798,NTWK MED INV,A ,Q,37.55,38.10,36.10,36.55,36.75,37.80,853,137148,5079500.00,
532799,HUBTOWN     ,T ,Q,16.40,16.85,15.60,15.70,15.80,16.40,37,21279,339105.00,
532800,TV18BRDCST  ,A ,Q,30.00,30.00,28.75,29.15,29.15,29.50,737,366090,10649767.00,
532801,CAMBRIDGE   ,B ,Q,28.25,28.25,26.65,26.80,27.40,28.00,52,2864,79581.00,
532804,TECHNOCRAFT ,B ,Q,365.65,398.25,365.65,381.75,381.75,355.60,780,6590,2540650.00,
532805,REDINGTON   ,A ,Q,166.50,191.10,166.50,186.60,186.60,163.95,5543,238021,44092732.00,
532806,AI CHAMPDNY ,XT,Q,10.28,10.28,10.28,10.28,10.28,10.78,2,52,534.00,
532807,CINELINE    ,B ,Q,33.10,33.40,30.50,31.30,31.25,32.55,204,41166,1326960.00,
532808,PGIL        ,B ,Q,180.35,180.35,172.60,173.50,173.50,177.00,20,656,113997.00,
532809,FSL         ,A ,Q,109.20,111.85,107.35,110.80,110.80,106.55,2019,261866,28656909.00,
532810,POWER FINAN ,A ,Q,114.80,115.95,110.30,111.15,111.15,114.65,5648,540167,61095513.00,
532811,AHLUWALIA CO,A ,Q,297.45,304.35,291.20,293.60,293.60,296.40,84,396,117095.00,
532813,C & C CONSTR,Z ,Q,4.27,4.49,4.23,4.49,4.49,4.45,10,7454,31927.00,
532814,INDIAN BANK ,A ,Q,120.55,120.55,114.80,115.25,115.25,118.15,1143,64731,7550896.00,
532815,SMS PHARMACE,B ,Q,123.50,123.50,122.35,122.35,122.35,123.05,3,740,91355.00,
532817,ORIENTAL    ,B ,Q,6.16,6.80,6.04,6.48,6.10,6.19,43,8313,52842.00,
532819,MINDTREE LTD,A ,Q,2000.00,2159.05,1990.40,2132.30,2132.30,1979.30,4678,66641,138224163.00,
532820,ELAND       ,X ,Q,4.37,4.40,4.18,4.19,4.33,4.39,75,33308,140583.00,
532822,IDEA        ,A ,Q,9.27,9.47,9.00,9.21,9.21,9.11,145448,49972140,458764367.00,
532823,EURO CERAMIC,Z ,Q,1.15,1.15,1.10,1.10,1.10,1.15,9,15053,16695.00,
532826,RAJ TELE    ,B ,Q,31.35,31.35,31.20,31.20,31.20,31.30,21,105,3291.00,
532827,PAGE INDUSTR,A ,Q,30100.00,31150.00,30100.00,30994.80,30954.90,30010.20,492,1009,31079974.00,
532828,AMD INDUS   ,T ,Q,17.00,17.90,16.45,17.55,17.55,17.15,21,1782,30791.00,
532829,LEHAR       ,XT,Q,24.85,24.85,24.00,24.85,24.85,23.70,65,7138,177267.00,
532830,ASTRAL POLY ,A ,Q,1650.00,1653.55,1547.00,1589.75,1589.75,1607.95,2997,54846,87248965.00,
532832,INDBUL REAL ,A ,Q,84.70,84.95,78.85,79.90,79.90,83.10,3636,957190,78126595.00,
532834,CAMLINFINE  ,A ,Q,142.00,142.00,137.70,140.65,141.10,138.90,576,34945,4898959.00,
532835,ICRA        ,A ,Q,3639.85,3639.85,3324.40,3364.65,3364.65,3579.70,362,953,3283805.00,
532839,DISH TV     ,A ,Q,9.50,9.55,9.25,9.34,9.34,9.38,1394,376803,3528610.00,
532841,SAHYA INDU  ,X ,Q,294.10,298.60,291.05,291.50,291.15,294.05,128,5564,1629951.00,
532842,SREE RAYALA ,B ,Q,232.35,237.95,228.60,233.55,232.00,232.50,360,3983,936189.00,
532843,FORTIS      ,A ,Q,203.65,205.65,197.55,200.30,202.10,198.55,984,96620,19461301.00,
532845,TGBHOTELS   ,B ,Q,4.54,4.56,4.45,4.45,4.45,4.55,16,1021,4606.00,
532847,HILTON MET  ,B ,Q,9.57,9.70,9.20,9.55,9.55,9.37,9,715,6804.00,
532848,DELTA CORP  ,A ,Q,175.15,177.95,164.00,165.30,165.30,173.05,6646,829868,140733760.00,
532850,MIC ELECTRON,T ,Q,0.72,0.72,0.69,0.69,0.69,0.72,42,68419,47469.00,
532851,INSECTCID   ,A ,Q,492.75,508.00,458.00,473.45,473.45,486.25,1863,26791,13060423.00,
532852,MCD HOLDING ,B ,Q,42.95,42.95,41.00,41.00,41.00,42.10,44,1424,58399.00,
532853,ASAHI SONG  ,B ,Q,320.20,328.20,319.45,323.35,321.00,310.15,249,2081,673231.00,
532854,NITIN FIRE  ,Z ,Q,0.59,0.61,0.57,0.58,0.58,0.59,18,22961,13400.00,
532855,HARYA CAPFIN,X ,Q,31.75,31.75,29.25,30.00,30.00,30.40,5,429,12782.00,
532856,TIME TECHNO ,A ,Q,60.20,60.80,59.10,59.45,60.20,60.00,201,52859,3174578.00,
532859,HGSL        ,A ,Q,1490.00,1753.90,1490.00,1743.25,1753.90,1461.60,3994,31020,52821442.00,
532864,NELCAST     ,B ,Q,69.35,69.35,61.00,62.40,62.40,65.35,226,24299,1547100.00,
