SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
520021,OMAX AUTOS. ,B ,Q,43.05,43.95,42.25,42.60,42.55,43.90,150,3908,168219.00,
520043,MUNJAL SHOWA,B ,Q,141.10,141.10,138.75,138.90,138.75,140.35,115,1818,254378.00,
520051,JAMNA AUTO  ,A ,Q,69.05,69.15,66.50,67.00,67.20,68.70,574,115648,7906798.00,
520056,SUNDAR.CLAY ,A ,Q,3035.05,3172.00,2963.95,3106.95,3106.95,3035.05,90,297,915138.00,
520057,JTEKTINDIA  ,A ,Q,85.50,86.20,84.15,84.35,84.40,85.05,119,6819,578403.00,
520059,MUNAUTO     ,B ,Q,54.80,54.80,53.90,54.10,54.20,53.55,261,24754,1346321.00,
520066,JAYBH.MARUTI,B ,Q,228.00,228.00,222.35,223.00,223.00,224.30,69,807,181905.00,
520073,RACLGEAR    ,X ,Q,252.00,252.00,239.00,242.90,243.00,248.00,148,4105,1002667.00,
520075,SAMKRG PIST.,X ,Q,151.00,154.00,148.80,149.90,148.85,150.75,93,7493,1134723.00,
520086,SICAL LOG   ,B ,Q,9.95,9.95,9.95,9.95,9.95,9.50,14,2326,23143.00,
520111,RATNAMNI MET,A ,Q,1901.00,1901.00,1863.90,1892.50,1893.40,1870.30,33,75,141781.00,
520113,VESUVIUS IND,A ,Q,940.35,965.70,933.95,960.80,957.90,930.45,247,1928,1816207.00,
520119,AUTOMOTIVE S,T ,Q,31.10,33.00,31.00,32.45,32.40,32.40,24,5165,167791.00,
520121,ARCEE INDUST,XT,Q,5.40,5.40,5.25,5.25,5.25,5.51,2,100,532.00,
520123,ABC INDIA   ,X ,Q,57.65,68.90,57.65,64.10,62.10,61.90,36,2336,144325.00,
520127,BALURGHAT TE,X ,Q,9.87,9.87,8.31,8.53,8.53,8.67,28,3915,33933.00,
520141,SIBAR AUTO  ,X ,Q,7.19,7.19,6.53,6.57,6.57,6.85,9,538,3747.00,
520151,SHREY SH LOG,B ,Q,75.30,75.90,73.25,73.60,73.30,74.60,52,1382,103081.00,
520155,STARLOG     ,X ,Q,13.17,13.17,12.10,12.16,13.09,12.01,13,1408,18344.00,
521014,EUROTEX IND ,B ,Q,7.75,7.75,7.08,7.08,7.08,7.45,6,1164,8572.00,
521016,INDO COUNT  ,A ,Q,126.60,134.60,125.15,132.15,133.10,126.30,871,50347,6574268.00,
521018,MARAL OVERS ,T ,Q,30.85,33.00,30.85,32.75,32.50,32.25,17,2412,78061.00,
521034,SOMA TEXTILE,T ,Q,6.05,6.05,6.04,6.04,6.04,6.25,2,150,907.00,
521054,KAKATIYA TEX,XT,Q,0.68,0.74,0.68,0.68,0.68,0.71,3,762,563.00,
521064,TRIDENT     ,A ,Q,13.86,14.31,13.86,14.18,14.18,13.71,7850,2020649,28427328.00,
521070,ALOK INDS.  ,B ,Q,20.60,20.85,20.10,20.25,20.25,20.35,866,769487,15659824.00,
521080,PASARI SPIN ,XT,Q,1.30,1.30,1.29,1.29,1.29,1.34,2,500,645.00,
521097,AMARJOTHI SP,X ,Q,104.00,105.95,103.00,103.90,103.90,100.95,64,2913,304214.00,
521109,NAGREEKA EXP,B ,Q,16.35,16.75,15.65,15.80,15.65,16.30,12,1102,17965.00,
521113,SUDITI IND. ,X ,Q,10.45,11.00,10.45,10.50,10.50,11.00,4,959,10415.00,
521141,ADITYA SPIN.,XT,Q,6.01,6.01,6.01,6.01,6.01,6.01,5,160,961.00,
521163,ZODIAC CLOTH,B ,Q,96.70,97.95,93.60,94.70,94.50,95.95,95,17948,1706049.00,
521167,FRONT BUSS  ,Z ,Q,1.56,1.60,1.56,1.60,1.60,1.56,24,1802,2859.00,
521176,GANGOTRI TEX,Z ,Q,0.85,0.85,0.85,0.85,0.85,0.85,7,2360,2006.00,
521178,SRI RAMK.MIL,X ,Q,15.95,16.74,15.95,16.74,16.74,15.95,13,2080,34661.00,
521180,SUPER SPIN. ,B ,Q,4.64,4.69,4.25,4.29,4.26,4.47,40,9318,41006.00,
521182,SEASONS FUR.,XT,Q,1.48,1.48,1.48,1.48,1.48,1.55,1,500,740.00,
521188,UNITED TEXT.,XT,Q,3.88,3.95,3.81,3.81,3.81,4.01,11,596,2295.00,
521194,SIL INVEST  ,B ,Q,195.90,196.50,188.00,191.00,188.25,195.80,35,137,26242.00,
521200,SURYLAK.COTT,B ,Q,30.50,31.75,29.55,30.70,30.50,30.80,39,7761,237606.00,
521206,SAMTEX FASH.,XT,Q,1.14,1.14,1.14,1.14,1.14,1.16,7,2664,3036.00,
521216,DHAN ROTO SP,X ,Q,28.35,34.00,28.35,32.45,32.50,30.60,11,629,20707.00,
521220,DAMOINDUS   ,B ,Q,23.55,23.55,22.00,22.25,22.10,23.25,138,6809,150744.00,
521228,TATIA GLOB  ,XT,Q,0.73,0.73,0.73,0.73,0.73,0.74,10,1091,796.00,
521234,SRI NACHAMAI,XT,Q,11.50,11.50,11.50,11.50,11.50,11.90,3,50,575.00,
521240,SAMBANDAM SP,XT,Q,93.75,93.75,93.75,93.75,93.75,89.30,1,10,937.00,
521244,CHITRA.SPIN.,XT,Q,5.53,5.53,5.53,5.53,5.53,5.43,3,1600,8848.00,
521248,KITEX GARMEN,A ,Q,101.35,101.50,99.60,100.20,100.20,99.65,302,16709,1676829.00,
522004,BATLIBOI LTD,XT,Q,15.70,15.79,15.00,15.00,15.00,15.04,41,5553,86589.00,
522005,AUSTIN ENGG.,X ,Q,40.00,40.00,37.30,37.50,38.00,39.30,16,927,36100.00,
522014,UNITED DRILL,B ,Q,266.80,266.80,257.00,258.00,258.00,252.10,15,49,12755.00,
522017,FLUIDOMAT   ,X ,Q,90.90,90.90,84.60,86.70,86.70,90.15,20,921,79360.00,
522029,WINDSOR MACH,B ,Q,31.70,32.50,30.80,31.10,31.25,31.50,228,32703,1042529.00,
522034,SHANTHI GEAR,B ,Q,128.00,128.00,121.00,126.10,127.75,122.70,108,23204,2844301.00,
522064,HONDAPOWER  ,A ,Q,1006.00,1006.00,973.00,977.05,973.00,997.25,295,1169,1149648.00,
522073,HITECHGEAR  ,B ,Q,179.00,179.00,170.00,174.70,175.70,179.45,121,4619,811076.00,
522074,ELGI EQUIP  ,A ,Q,184.00,185.95,178.60,182.95,182.30,180.75,393,9953,1825836.00,
522101,KILBURN ENGG,X ,Q,22.95,24.95,22.75,23.00,23.00,22.50,54,11560,267870.00,
522105,BIRLA PRETEC,X ,Q,9.95,9.95,9.52,9.95,9.95,9.48,66,18588,183890.00,
522108,YUKEN INDIA ,X ,Q,452.00,473.75,445.00,469.00,469.00,451.80,206,7749,3576877.00,
522113,TIMKEN (I)  ,A ,Q,1253.35,1279.00,1253.30,1274.35,1279.00,1256.65,402,1399,1771422.00,
522122,VOITH PAPER ,X ,Q,1071.05,1101.00,1071.00,1099.95,1099.95,1068.00,6,14,15346.00,
522134,ARTSON ENG  ,XT,Q,41.05,43.35,40.15,40.25,40.25,42.25,105,15253,627458.00,
522152,SOLITAIR MC ,X ,Q,22.95,23.20,22.20,23.20,23.20,22.95,12,624,14275.00,
522165,INDSIL HYD  ,XT,Q,12.35,12.35,11.26,11.88,11.95,11.80,48,8156,95474.00,
522183,ITL INDUSTRS,X ,Q,103.50,109.00,100.35,102.60,102.60,100.15,38,831,85686.00,
522195,FRONTIER SPR,X ,Q,265.00,274.70,265.00,267.50,270.00,269.75,194,5286,1415272.00,
522205,PRAJ IND.LTD,A ,Q,188.00,198.15,187.35,194.10,194.10,186.95,5795,249269,48325641.00,
522207,RASANDIK ENG,XT,Q,89.90,89.90,89.85,89.85,89.85,94.55,2,55,4943.00,
522209,YOGI SUNGWON,XT,Q,3.05,3.05,3.00,3.00,3.00,2.99,7,923,2769.00,
522215,HLEGLAS     ,B ,Q,2235.00,2320.00,2220.00,2256.25,2277.00,2230.45,509,1959,4486565.00,
522217,GUJ APOIND  ,B ,Q,204.00,215.00,201.55,202.90,203.65,201.50,55,4194,860300.00,
522229,TANEJA AERO.,X ,Q,31.00,31.75,29.25,30.05,29.65,29.95,142,45337,1350067.00,
522231,CONART ENG. ,X ,Q,28.40,28.40,26.80,27.15,27.15,26.95,4,43,1177.00,
522241,M.M.FORGINGS,B ,Q,514.00,514.00,487.85,491.40,490.00,495.25,66,580,293170.00,
522249,MAYUR UNIQ. ,A ,Q,409.85,416.65,407.35,413.25,413.35,407.20,145,5806,2409423.00,
522251,CENLUB INDUS,X ,Q,54.75,56.30,54.55,55.65,55.65,53.85,24,2416,133630.00,
522257,RAJOO ENGIN.,X ,Q,20.30,20.30,18.30,19.30,19.25,19.55,226,75740,1481675.00,
522263,JMC PROJECTS,A ,Q,79.00,79.00,76.10,76.55,76.45,78.15,110,4871,375722.00,
522267,VEEJAY LAKSH,XT,Q,27.00,27.00,27.00,27.00,27.00,28.05,1,100,2700.00,
522273,AHMED.STEEL ,X ,Q,15.95,15.95,15.20,15.20,15.20,15.95,4,1007,15311.00,
522275,GET&D       ,A ,Q,115.00,115.40,113.30,113.70,113.30,113.05,91,7679,872620.00,
522281,RAM RAT.WIRE,X ,Q,82.50,83.65,80.30,80.90,80.90,80.35,50,2865,233773.00,
522285,JAY NECO IND,B ,Q,10.66,10.67,9.72,10.55,10.65,10.17,163,96037,1015983.00,
522287,KALPA.POWER ,A ,Q,372.00,380.55,368.45,377.45,377.45,368.45,585,9183,3432961.00,
522292,CHANDNI TE  ,X ,Q,56.70,61.70,55.00,59.15,59.15,57.10,72,10477,609383.00,
522294,T & I GLOBAL,X ,Q,100.00,101.00,95.00,97.50,97.50,97.35,85,3685,358041.00,
522295,CONTROL PRNT,B ,Q,257.80,257.80,247.25,250.00,250.50,259.30,184,881,220828.00,
522650,BEMCO HYDRAU,X ,Q,235.20,239.95,235.20,236.00,236.00,240.00,15,115,27060.00,
523007,ANSAL BUILD.,X ,Q,42.10,44.00,42.10,42.35,42.30,42.40,14,766,32570.00,
523011,WEIZMANN LTD,B ,Q,44.50,44.50,44.05,44.05,44.05,43.10,13,194,8546.00,
523019,B.N.RATHI SE,X ,Q,25.55,25.55,21.85,24.25,24.30,25.70,27,2508,57519.00,
523021,RISHITECH   ,XT,Q,27.70,27.80,25.30,27.80,27.80,26.50,21,1476,40762.00,
523023,SINCLAIR HOT,X ,Q,53.95,53.95,49.00,51.15,51.15,51.30,122,27785,1406983.00,
523025,SAFARI IND. ,A ,Q,610.00,611.65,593.40,600.40,603.70,615.50,257,2464,1473169.00,
523100,COSMO FERR. ,XT,Q,18.50,18.50,18.40,18.40,18.40,19.35,15,3075,56752.00,
523105,P.POLYSAC(NR,XT,Q,57.95,57.95,57.95,57.95,57.95,55.20,1,5,289.00,
523116,SANCO TRANS ,X ,Q,223.20,223.40,203.70,221.95,223.40,203.10,13,119,25767.00,
523120,ADOR MULTI. ,X ,Q,95.10,95.10,86.30,89.90,90.00,90.80,71,5453,485906.00,
523127,EIH ASSO.HOT,B ,Q,239.00,241.00,231.00,232.05,232.00,234.30,79,707,167567.00,
523144,MEDI CAPS   ,X ,Q,42.00,42.00,40.50,40.80,40.50,40.65,30,4134,169471.00,
523160,MORGAN CRU  ,X ,Q,780.00,834.00,770.60,831.35,834.00,810.00,39,1147,946222.00,
523204,ABAN OFFSHO ,B ,Q,30.25,30.70,29.30,29.50,29.45,30.20,266,29836,889355.00,
523207,KOKUYOCMLN  ,B ,Q,54.75,56.00,54.30,55.55,55.55,55.30,476,53841,2987333.00,
523209,NICCO UCO AL,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,250,47.00,
523229,BHARAT SEATS,X ,Q,63.55,64.20,61.00,61.35,61.35,63.75,440,62378,3865095.00,
523232,CONT.PETRO  ,XT,Q,46.05,46.05,44.25,45.85,45.90,45.15,170,3521,160253.00,
523248,MACHINO PLAS,X ,Q,95.00,95.10,85.15,88.50,85.15,88.50,37,1177,105464.00,
523261,VENKEY'S (I),A ,Q,1546.50,1572.70,1530.00,1560.60,1571.05,1537.60,285,11362,17527528.00,
523269,ADVANI HOTEL,B ,Q,57.95,60.00,57.05,57.05,57.05,60.05,68,1632,93920.00,
523277,G.V.FILMS   ,X ,Q,0.36,0.37,0.35,0.36,0.36,0.36,153,326808,118542.00,
523283,SUPER HOUSE ,B ,Q,119.00,127.00,119.00,125.95,125.10,123.50,32,1319,165584.00,
523289,RAMA VISION ,X ,Q,7.00,7.00,7.00,7.00,7.00,7.33,9,319,2233.00,
523301,TCPL PACK   ,B ,Q,357.00,430.00,355.00,361.95,370.95,369.55,44,235,86317.00,
523319,BALMER LAWRI,A ,Q,129.00,129.50,125.60,126.20,126.20,128.25,1080,72642,9269710.00,
523323,KOVAI MEDI. ,X ,Q,1076.00,1100.00,1075.00,1098.70,1098.70,1084.35,148,3711,4052273.00,
523329,ELDECO HOUS.,X ,Q,1949.00,1949.00,1870.00,1917.95,1917.95,1885.60,73,312,592220.00,
523367,DCMSHRIRAM  ,A ,Q,482.70,508.00,482.70,492.85,496.00,486.55,748,15958,7894490.00,
523369,DCM SHR.IND ,X ,Q,191.60,191.60,181.35,186.35,186.85,183.05,59,4007,745361.00,
523371,MAWANA SUGAR,B ,Q,35.85,36.55,35.10,35.45,35.45,36.10,55,3377,120009.00,
523373,MINI DIAMOND,XT,Q,4.41,4.60,4.41,4.60,4.60,4.41,9,852,3900.00,
523385,NILKAMAL L  ,A ,Q,1933.00,1988.85,1930.55,1954.65,1975.45,1928.35,342,3734,7267797.00,
523387,TRITON CORP.,XT,Q,0.21,0.22,0.20,0.20,0.20,0.21,23,45119,9150.00,
523391,NAHAR POLY  ,B ,Q,115.70,115.70,106.60,109.95,109.40,112.15,302,10260,1159432.00,
523395,3M INDIA LTD,A ,Q,29287.45,29990.00,29172.45,29864.15,29880.30,28816.50,282,445,13218809.00,
523398,JCHAC       ,A ,Q,2580.00,2626.50,2569.80,2616.65,2605.15,2551.90,233,795,2063556.00,
523405,JM FINANCIAL,A ,Q,88.40,89.00,86.55,87.55,87.60,87.90,498,1166000,102898548.00,
523411,ADCINDIA    ,X ,Q,207.90,208.35,207.90,208.15,208.35,208.35,2,2,416.00,
523419,TAMIL.TELE. ,T ,Q,4.65,5.13,4.65,4.69,4.65,4.89,27,10729,52957.00,
523445,REL INDL INF,A ,Q,371.45,371.45,364.80,365.65,365.65,364.15,402,8679,3188039.00,
523449,SHARP INDIA ,XT,Q,30.00,31.50,29.50,29.60,29.60,30.85,23,22580,666408.00,
523457,LINDEINDIA  ,A ,Q,1770.00,1784.50,1711.00,1722.70,1732.00,1723.40,807,4305,7505549.00,
523465,IND.BANK HSG,B ,Q,33.60,33.60,30.70,31.25,31.05,32.15,27,1764,56895.00,
523475,LOTUS CHOC  ,X ,Q,15.50,16.00,14.90,14.90,14.90,15.35,13,648,10280.00,
523483,PACIFIC IND.,X ,Q,143.25,154.50,143.05,145.30,145.30,148.10,16,1958,286455.00,
523489,CMM HOSPITAL,XT,Q,10.25,10.25,10.25,10.25,10.25,9.78,2,100,1025.00,
523537,APM INDUS.  ,X ,Q,21.90,22.50,21.15,21.70,21.90,21.40,41,1574,33986.00,
523539,PRECISION WR,B ,Q,200.90,203.00,193.50,194.60,194.90,198.35,272,5639,1118016.00,
523550,KRYPTON IND ,X ,Q,9.75,9.75,9.11,9.21,9.20,9.13,28,3810,35451.00,
523558,SWISSMLTRY  ,XT,Q,6.16,6.16,6.16,6.16,6.16,6.28,2,500,3080.00,
523566,MARTIN BURN ,X ,Q,21.05,21.05,21.05,21.05,21.05,22.15,4,393,8272.00,
523574,FEL         ,B ,Q,8.35,8.56,7.61,8.04,8.04,8.37,3460,644328,5158996.00,
523586,IND.TONERS  ,X ,Q,139.00,143.30,139.00,139.25,140.00,140.90,98,7714,1080999.00,
523594,KUNSTSTOFFE ,X ,Q,27.50,27.50,26.65,26.65,26.65,26.65,2,180,4882.00,
523598,SHIPP.CORPN ,A ,Q,118.80,118.80,113.00,113.50,113.00,114.40,650,165498,18910473.00,
523606,SIKA INTER. ,X ,Q,313.00,313.00,286.00,296.35,295.00,287.90,57,2466,738169.00,
523610,ITI LTD.    ,A ,Q,117.15,117.30,114.80,115.20,115.10,115.65,655,37837,4392310.00,
523618,DREDGING COR,A ,Q,376.65,392.95,368.60,376.10,376.10,373.35,1122,28007,10707737.00,
523620,PHARMASIA   ,XT,Q,23.50,24.65,23.50,24.60,24.65,23.50,12,1314,30998.00,
523628,PODDAR      ,T ,Q,196.90,196.90,196.90,196.90,196.90,188.00,1,6,1181.00,
523630,NATIONAL FER,A ,Q,55.45,57.25,54.10,55.55,55.35,54.95,602,146446,8136277.00,
523638,IP RINGS LTD,X ,Q,75.00,75.90,73.85,75.70,74.25,72.60,21,2284,171528.00,
523642,PI INDUS.LTD,A ,Q,2277.90,2305.75,2271.50,2275.65,2286.95,2271.05,295,2037,4671161.00,
523648,PLASTIBLEND ,B ,Q,230.60,233.00,224.05,230.50,230.05,230.55,70,1516,350128.00,
523660,WATERBASE   ,A ,Q,99.50,100.70,98.00,99.00,99.00,99.20,708,25002,2484251.00,
523672,FLEX FOODS  ,X ,Q,76.50,78.30,75.00,75.90,76.50,74.15,138,9371,718714.00,
523676,GOLKUNDA DIA,X ,Q,20.25,20.25,19.00,19.75,19.75,20.15,26,117,2347.00,
523694,APCOTEX IND ,A ,Q,176.00,181.60,176.00,177.25,177.25,176.60,635,15508,2787482.00,
523696,FORTIS MLR  ,X ,Q,54.50,56.00,54.50,54.55,54.60,55.50,29,5950,324617.00,
523704,MASTEK LTD  ,A ,Q,1153.00,1210.00,1153.00,1193.45,1190.40,1164.70,2980,148528,175729205.00,
523708,EIMCO ELECON,B ,Q,355.00,362.00,334.70,335.00,335.00,338.05,223,1502,523832.00,
523710,SAYAJI HOTEL,XT,Q,269.00,269.00,247.00,247.00,247.00,259.95,48,80661,19927784.00,
523716,ASHIANA HOU ,B ,Q,127.90,129.10,121.95,123.30,121.95,125.65,396,15181,1923796.00,
523722,SVAM SOFTWAR,XT,Q,1.67,1.67,1.61,1.61,1.61,1.64,19,1870,3060.00,
523732,ECO BOARD IN,XT,Q,3.50,3.60,3.50,3.60,3.60,3.60,2,350,1250.00,
523736,DVL         ,B ,Q,99.00,104.40,98.40,100.00,100.90,94.85,374,11625,1183439.00,
523752,IO SYSTEM   ,X ,Q,2.12,2.12,1.94,2.11,2.11,2.03,6,741,1538.00,
523754,MAHEPC      ,B ,Q,146.50,147.85,143.30,144.00,144.00,147.05,477,17508,2551129.00,
523756,SREIINFRA   ,B ,Q,5.35,5.38,5.10,5.16,5.16,5.19,224,166522,868027.00,
523782,MITSHI      ,X ,Q,16.15,16.15,14.25,15.50,15.95,14.20,88,6604,101648.00,
523792,MAZDA LTD   ,B ,Q,460.90,474.40,445.00,453.50,454.45,466.00,145,1238,564935.00,
523796,VICEROY HOTE,T ,Q,2.10,2.30,2.10,2.11,2.10,2.21,33,21813,45994.00,
523828,MENON BEAR. ,B ,Q,58.75,58.75,52.90,52.90,52.90,53.80,153,2306,123866.00,
523832,MUKAT PIPES ,X ,Q,3.87,3.87,3.87,3.87,3.87,3.87,2,4,15.00,
523836,GUJ.RAFFIA  ,T ,Q,48.15,48.15,48.15,48.15,48.15,50.65,4,137,6596.00,
523838,SIMPLX INFRA,B ,Q,31.10,32.10,30.00,30.60,31.15,31.25,274,32983,1014731.00,
523840,INN.TECH.PAC,X ,Q,20.00,20.00,18.00,19.10,19.10,19.25,27,5269,98306.00,
523842,SUPER TANNER,X ,Q,2.90,2.99,2.78,2.84,2.84,2.96,13,20185,57762.00,
523850,AXTEL INDUS.,X ,Q,276.05,285.00,274.00,276.60,276.00,277.00,177,4802,1330485.00,
523862,PIFL        ,XT,Q,2.20,2.42,2.20,2.42,2.42,2.31,10,75929,182703.00,
523896,APIL        ,XT,Q,8.90,8.90,8.90,8.90,8.90,8.70,1,2,17.00,
524000,MAGMA FIN   ,A ,Q,112.00,113.00,104.15,104.75,104.50,109.60,1123,165674,17630361.00,
524013,HIND.FLUROCA,T ,Q,7.71,7.71,7.02,7.21,7.06,7.37,26,4851,34777.00,
524019,KINGFA      ,B ,Q,602.40,602.40,575.00,586.55,587.65,591.05,277,2056,1204940.00,
524037,RAMA PHOSPH ,X ,Q,133.80,133.80,123.50,124.70,125.70,127.60,401,49148,6184125.00,
524051,POLYPLEX    ,A ,Q,840.00,847.00,827.05,840.70,847.00,817.25,181,1409,1178846.00,
524075,ALBERT DAVID,B ,Q,383.00,383.00,377.65,380.20,380.15,379.60,132,2500,950327.00,
524091,ACRYCIL LTD.,B ,Q,322.00,328.00,316.75,326.05,324.00,316.60,269,5837,1880967.00,
524109,KABRA EXTR  ,B ,Q,188.00,191.80,180.50,182.20,182.55,187.40,862,25970,4806801.00,
524129,VINYL CHEM  ,B ,Q,117.00,119.20,115.50,116.00,116.00,114.70,92,3757,438970.00,
524136,PEE CEE COSM,X ,Q,107.25,110.00,105.00,109.25,109.25,110.15,15,450,48784.00,
524156,T C M LTD.  ,X ,Q,40.00,40.00,40.00,40.00,40.00,40.60,1,159,6360.00,
524164,IOL CHEM PH ,A ,Q,575.00,578.30,554.60,556.75,556.75,569.50,5343,297984,168607382.00,
524174,KESAR PETRO ,Z ,Q,5.42,5.42,4.93,5.00,4.99,5.18,190,133690,666102.00,
524200,VINATI ORG. ,A ,Q,1416.55,1444.10,1406.00,1411.10,1411.80,1416.55,732,3072,4365810.00,
524202,LACTOSE(I)  ,XT,Q,26.50,26.50,26.00,26.50,26.50,25.95,25,18712,490588.00,
524208,AARTI INDUST,A ,Q,1336.15,1350.00,1322.00,1337.90,1344.95,1319.85,1991,20155,26924091.00,
524212,WANBURY LTD ,T ,Q,84.50,90.50,83.55,84.00,83.80,87.70,63,5890,508870.00,
524218,RESONANCE   ,X ,Q,128.95,128.95,124.00,124.85,124.00,123.20,70,8838,1107015.00,
524226,GUJ AMB EXP ,A ,Q,127.50,130.90,127.50,128.30,128.35,127.50,268,15530,2003547.00,
524230,RASHTR.CHEM.,A ,Q,76.50,81.50,73.95,78.60,78.60,75.80,4505,599204,46323220.00,
524280,KOPRAN LTD. ,B ,Q,103.95,104.45,101.00,102.35,102.35,101.45,1569,284415,29116104.00,
524288,AIMCO PESTI.,X ,Q,83.25,90.60,83.25,89.65,90.40,84.60,188,24780,2199183.00,
524314,GUJ.TERC LAB,X ,Q,7.30,7.30,7.30,7.30,7.30,7.04,1,1,7.00,
524324,SEYAIND     ,B ,Q,53.00,53.00,51.10,51.30,51.10,52.85,135,7117,370924.00,
524330,JAYANT AGRO ,B ,Q,135.50,138.00,131.25,136.05,136.15,136.00,51,2007,270565.00,
524332,BCLIL       ,B ,Q,105.70,112.00,105.65,106.40,106.45,103.70,583,20663,2242771.00,
524336,SH.HARI CHEM,X ,Q,67.00,67.00,65.20,66.50,66.50,65.05,6,272,17921.00,
524342,INDOBORAXC  ,X ,Q,591.25,641.40,586.00,631.30,640.00,601.30,177,2284,1413950.00,
524348,AARTI DRUGS ,A ,Q,716.00,727.40,705.80,708.35,708.35,714.35,1720,23329,16682180.00,
524370,BODAL CHEM  ,A ,Q,89.50,94.50,89.50,91.40,91.40,88.65,1517,201089,18662769.00,
524372,ORCHIDPHAR  ,T ,Q,2347.80,2347.80,2347.80,2347.80,2347.80,2236.00,83,706,1657546.00,
524394,VIMTA LABS  ,B ,Q,153.00,157.35,153.00,153.20,153.00,152.75,159,2937,456413.00,
524396,BIOFIL CHEM ,T ,Q,70.20,70.60,65.75,65.95,65.80,69.20,284,17465,1163460.00,
524400,ISHITA DRUGS,X ,Q,30.35,30.35,29.00,29.00,29.00,28.95,4,6,179.00,
524404,MARKSANS    ,A ,Q,49.40,50.35,49.40,49.60,49.60,49.40,1088,201398,10023761.00,
524408,UNIV.STARCH ,XT,Q,69.00,69.00,66.50,68.00,66.50,70.00,4,32,2180.00,
524412,AAREY DRUGS ,X ,Q,24.00,24.35,23.15,23.60,23.60,23.80,199,34558,818390.00,
524414,NORRIS MEDI.,X ,Q,6.30,6.50,6.30,6.50,6.50,6.35,4,180,1158.00,
524440,CAMEX LTD   ,X ,Q,18.70,19.95,18.70,19.90,19.90,18.65,10,865,17012.00,
524444,EVEXIA      ,X ,Q,145.00,165.00,137.85,150.75,150.75,141.00,592,125721,18359222.00,
524458,INDOEURO    ,XT,Q,8.60,8.60,8.60,8.60,8.60,8.60,2,502,4317.00,
524470,SYNCOM FORM.,X ,Q,3.14,3.14,3.08,3.10,3.10,3.08,2033,1538980,4813285.00,
524480,RIDHI SIDHI ,X ,Q,259.90,259.90,251.00,254.00,254.00,255.95,17,1510,380809.00,
524488,SVCIND      ,XT,Q,1.03,1.08,0.98,1.00,1.07,1.03,62,26239,26727.00,
524494,IPCA LAB LTD,A ,Q,1931.00,1944.00,1867.40,1888.15,1888.15,1860.05,2667,23079,44215974.00,
524500,KILITCH DRUG,B ,Q,85.90,85.90,81.10,81.40,81.10,82.30,16,97,7906.00,
524502,RAAJMEDISAFE,P ,Q,13.16,13.16,13.16,13.16,13.16,12.54,1,100,1316.00,
524506,CORAL LAB.  ,X ,Q,331.60,341.75,322.00,322.70,322.70,334.60,65,2302,751628.00,
524516,BACIL PHARMA,XT,Q,3.15,3.15,3.11,3.12,3.12,3.14,16,145700,453141.00,
524518,KREBS BIOCHM,B ,Q,93.35,93.65,89.95,90.00,90.00,92.35,43,791,72889.00,
524520,KMC SHIL    ,X ,Q,22.35,22.35,21.70,22.00,22.20,22.05,297,33235,731045.00,
524522,LAFFANS PETR,X ,Q,16.60,16.65,16.60,16.65,16.65,16.55,4,509,8459.00,
524534,BHASKAR AGRO,XT,Q,31.20,31.55,30.50,31.55,31.55,30.95,21,1845,57916.00,
524542,SUKJIT STRCH,X ,Q,193.50,193.50,188.10,188.60,188.20,192.70,26,1078,205649.00,
524558,NEULAND LAB.,A ,Q,2022.00,2150.40,1986.95,2111.95,2100.00,2024.30,2111,11979,25066058.00,
524564,GAYATRI BIO ,XT,Q,6.60,6.70,6.57,6.57,6.57,6.70,12,1163,7658.00,
524570,PODDAR PIGM.,B ,Q,192.85,192.85,192.85,192.85,192.85,187.50,1,10,1928.00,
524572,PHARMAIDS PH,X ,Q,11.49,11.49,10.97,11.03,10.98,11.54,137,23015,254382.00,
524576,VIVID IND   ,X ,Q,18.05,18.25,17.05,17.45,17.35,18.00,22,2053,36402.00,
524582,TIRUPATI STA,XT,Q,38.00,38.00,34.45,34.50,34.45,36.25,17,1297,46617.00,
524590,HEMORGANIC  ,X ,Q,14.60,14.60,14.60,14.60,14.60,15.30,1,67,978.00,
524592,JD ORGOCHEM ,X ,Q,3.20,3.20,3.20,3.20,3.20,3.25,1,100,320.00,
524594,ASHOK-ALCO  ,X ,Q,71.40,78.50,71.40,71.75,71.40,75.05,57,3763,273953.00,
524598,AKSHARCHEM I,B ,Q,241.50,241.50,232.50,234.35,234.05,232.35,180,1408,330008.00,
524606,BERYL DRUGS ,XT,Q,6.95,6.95,6.95,6.95,6.95,6.95,2,2000,13900.00,
524614,INDXTRA     ,XT,Q,10.05,10.05,10.05,10.05,10.05,10.06,3,632,6351.00,
524622,ISTRNETWK   ,X ,Q,1.34,1.39,1.28,1.29,1.29,1.34,11,10827,13876.00,
524624,GAGAN GASES ,XT,Q,6.00,6.00,6.00,6.00,6.00,6.00,2,6,36.00,
524628,PARKER AGRO.,XT,Q,7.40,7.40,7.40,7.40,7.40,7.40,1,1,7.00,
524632,SHUKRAPHAR  ,X ,Q,47.00,47.00,41.05,43.90,43.90,45.00,16,560,23564.00,
524634,ALU FLUORIDE,X ,Q,234.00,234.00,216.00,224.85,225.00,227.30,287,12865,2885688.00,
